,TypeName,make,ModelText,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
866,CLK DTM AMG Cabriolet,MERCEDES-BENZ,null,schwarz mét.,Cabriolet,5439,Zuzwil,null,Occasion,null,null,2,null,6,2008,null,582,schwarz,500,"""Ab MFK""",4,null
867,S 63 AMG,MERCEDES-BENZ,S 63 AMG,schwarz mét.,Limousine,5461,Zuzwil,244 g/km,Occasion,G,10.5 l/100km,4,Hinterradantrieb,6,2010,Benzin,544,schwarz,13200,"""Ab MFK""",5,Automat sequentiell
868,GranTurismo S,MASERATI,GRANTURISMO,schwarz mét.,Coupé,4691,Zuzwil,385 g/km,Occasion,G,16.4 l/100km,2,Hinterradantrieb,7,2009,Benzin,440,schwarz,45000,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
869,Murciélago LP670-4 SV Cpé,LAMBORGHINI,MURCIÉLAGO,schwarz mét.,Coupé,6496,Zuzwil,480 g/km,Occasion,G,20.6 l/100km,2,Allrad,7,2009,Benzin,670,anthrazit,9500,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
870,XKR S/C Convertible,JAGUAR,XK,schwarz mét.,Cabriolet,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,363,schwarz,107100,"""Ab MFK""",4,Automat
871,Gallardo 5.0 V10 Coupé,LAMBORGHINI,GALLARDO,schwarz mét.,Coupé,4961,Zuzwil,450 g/km,Occasion,G,19.5 l/100km,2,Allrad,7,2004,Benzin,500,null,36700,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
872,CL 5.8 BRABUS,MERCEDES-BENZ,null,schwarz mét.,Coupé,5727,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,2000,Benzin,400,beige,33000,"""Ab MFK"", ""Tuning""",4,Automatik-Getriebe
873,X5 4.6is,BMW,X5,schwarz mét.,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,8,2002,Benzin,347,schwarz,32900,"""Ab MFK""",5,Automat sequentiell
874,SL 65 AMG,MERCEDES-BENZ,SL 65 AMG,schwarz mét.,Cabriolet,5981,Zuzwil,null,Occasion,G,15.1 l/100km,2,Hinterradantrieb,9,2004,Benzin,612,grau,33613,"""Ab MFK""",2,Automat
875,RS6 Avant 4.0 TFSI V8 qu,AUDI,RS6,schwarz mét.,Kombi,3993,Zuzwil,229 g/km,Occasion,G,9.8 l/100km,5,Allrad,3,2013,Benzin,560,schwarz,6000,"""Ab MFK""",5,Automat sequentiell
876,GTV 6 2.5,ALFA ROMEO,GTV,blau,Coupé,2492,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,8,1984,Benzin,160,schwarz,75000,null,4,Schaltgetriebe manuell
877,Range Rover 4.6 HSE,LAND ROVER,RANGE ROVER,schwarz mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,12,1995,Benzin,226,schwarz,46500,"""Ab MFK""",5,Automat
878,Arnage T,BENTLEY,ARNAGE,schwarz mét.,Limousine,6761,Zuzwil,495 g/km,Occasion,G,20.6 l/100km,4,Hinterradantrieb,6,2002,Benzin,457,mehrfarbig,36000,"""Ab MFK""",5,Automat
879,C 43 AMG Sport,MERCEDES-BENZ,C 43 AMG,schwarz mét.,Kombi,4266,Zuzwil,280 g/km,Occasion,null,11.7 l/100km,5,Hinterradantrieb,1,1998,Benzin,306,schwarz,64100,"""Ab MFK""",5,Automat
880,RS6 Avant quattro,AUDI,RS6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,59000,"""Ab MFK""",5,Automat sequentiell
881,911 Carrera,PORSCHE,911,schwarz mét.,Coupé,3387,Zuzwil,null,Occasion,null,11.8 l/100km,2,Hinterradantrieb,5,1998,Benzin,300,beige,26000,"""Ab MFK""",4,Automatik-Getriebe
882,Racing / Sport,FIAT,131,schwarz mét.,Limousine,1995,Zuzwil,null,Occasion,null,null,3,null,5,1980,Benzin,115,schwarz,80000,null,2,Schaltgetriebe
883,911 Carrera 4S Cabrio,PORSCHE,911,schwarz mét.,Cabriolet,3824,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Allrad,5,2006,Benzin,355,schwarz,30600,"""Ab MFK""",2,Schaltgetriebe manuell
884,SL 55 AMG,MERCEDES-BENZ,SL 55 AMG,schwarz mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,schwarz,32500,"""Ab MFK""",2,Automat
885,Modell 1400 FASA,RENAULT,Alpine A110,schwarz mét.,Coupé,1397,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1978,Benzin,93,schwarz,90000,"""Ab MFK""",2,Schaltgetriebe
886,GTR (GT3),PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,2001,Benzin,650,schwarz,16300,"""Ab MFK"", ""Tuning""",4,Schaltgetriebe
887,911 Carrera Cabrio,PORSCHE,911,blau,Cabriolet,3600,Zuzwil,null,Occasion,null,11.9 l/100km,2,Hinterradantrieb,1,1996,Benzin,285,grau,78000,"""Ab MFK""",4,Schaltgetriebe manuell
888,F360 Challenge stradale,FERRARI,F360,schwarz mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.1 l/100km,2,Hinterradantrieb,3,2004,Benzin,415,schwarz,27650,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
889,CLS 55 AMG,MERCEDES-BENZ,CLS 55 AMG,schwarz mét.,Limousine,5439,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,6,2005,Benzin,476,schwarz,77000,"""Ab MFK""",4,Automat sequentiell
890,E 240 Elégance,MERCEDES-BENZ,E 240,schwarz mét.,Limousine,2597,Zuzwil,250 g/km,Occasion,G,10.4 l/100km,4,Hinterradantrieb,4,2003,Benzin,177,schwarz,89200,"""Ab MFK""",5,Automat
891,E21,BMW,323,schwarz mét.,Coupé,2315,Zuzwil,null,Occasion,null,9.0 l/100km,2,null,9,1982,Benzin,143,null,64700,"""Ab MFK""",5,null
892,911 Carrera 4 S Cabrio,PORSCHE,911,schwarz mét.,Cabriolet,3596,Zuzwil,294 g/km,Occasion,G,12.1 l/100km,2,Allrad,3,2004,Benzin,320,schwarz,75600,"""Ab MFK""",4,Automat
893,911 Turbo Cabrio,PORSCHE,911,schwarz mét.,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,9,2007,Benzin,480,schwarz,46500,"""Ab MFK""",2,Schaltgetriebe manuell
894,Range Rover 4.6 HSE,LAND ROVER,RANGE ROVER,schwarz mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1995,Benzin,226,grau,70400,"""Ab MFK""",5,Automat
895,SLK 32 AMG,MERCEDES-BENZ,SLK 32 AMG,schwarz mét.,Cabriolet,3199,Zuzwil,268 g/km,Occasion,G,11.2 l/100km,2,Hinterradantrieb,8,2003,Benzin,354,schwarz,123400,"""Ab MFK""",2,Automat
896,B5 BiTurbo 4.4 V8,BMW-ALPINA,5 SERIES,schwarz mét.,Limousine,4395,Zuzwil,221 g/km,Occasion,G,9.5 l/100km,4,Hinterradantrieb,5,2012,Benzin,540,schwarz,19100,"""Ab MFK""",5,Automat sequentiell
897,Diablo 5.7,LAMBORGHINI,DIABLO,schwarz mét.,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1997,Benzin,492,mehrfarbig,55000,null,2,Schaltgetriebe manuell
898,Panamera Turbo 4.8,PORSCHE,PANAMERA,blau,Limousine,4806,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,5,Allrad,1,2010,Benzin,500,schwarz,26800,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
899,RS6 Avant quattro,AUDI,RS6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,schwarz,21400,"""Ab MFK""",5,Automat sequentiell
900,320d Touring,BMW,320,schwarz mét.,Kombi,1995,Zuzwil,184 g/km,Occasion,F,6.9 l/100km,5,Hinterradantrieb,8,2007,Diesel,163,anthrazit,162000,"""Ab MFK""",5,Automat
901,Turbo,BMW,2002,schwarz mét.,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1974,Benzin,170,schwarz,82600,"""Ab MFK""",4,Schaltgetriebe
902,Alpine A310 V6,RENAULT,ALPINE,schwarz mét.,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1983,Benzin,150,mehrfarbig,111990,"""Ab MFK""",4,Schaltgetriebe manuell
903,SL 500,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,2,1998,Benzin,320,schwarz,30400,"""Ab MFK""",0,Automat
904,911 Carrera,PORSCHE,911,schwarz mét.,Coupé,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,9,2000,Benzin,300,schwarz,77600,"""Ab MFK""",4,Schaltgetriebe manuell
905,X5 4.6is,BMW,X5,schwarz mét.,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,2,2002,Benzin,347,schwarz,23800,"""Ab MFK""",5,Automat sequentiell
906,M5,BMW,M5,schwarz mét.,Limousine,4395,Zuzwil,232 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,3,2013,Benzin,560,braun,4600,"""Ab MFK""",5,Automatisiertes Schaltgetriebe
907,RS6 Avant 5.0 V10 quattro,AUDI,RS6,schwarz mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,11,2008,Benzin,580,schwarz,48200,null,5,Automat sequentiell
908,Coupé GT,MASERATI,COUPÉ GT,schwarz mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,10,2002,Benzin,390,blau,23200,"""Ab MFK""",4,Automatik-Getriebe
909,SL 63 AMG,MERCEDES-BENZ,SL 63 AMG,blau,Cabriolet,6209,Zuzwil,328 g/km,Occasion,G,14.1 l/100km,2,Hinterradantrieb,3,2012,Benzin,525,schwarz,19999,"""Ab MFK""",2,Automat sequentiell
910,RS6 Avant quattro,AUDI,RS6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,6,2003,Benzin,450,braun,41100,"""Ab MFK""",5,Automat sequentiell
911,SL 55 AMG,MERCEDES-BENZ,SL 55 AMG,schwarz mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,anthrazit,45200,"""Ab MFK""",2,Automat
912,S 350 L 4Matic,MERCEDES-BENZ,S 350,schwarz mét.,Limousine,3498,Zuzwil,247 g/km,Occasion,G,10.6 l/100km,4,Allrad,1,2010,Benzin,272,schwarz,110800,"""Ab MFK""",5,Automat sequentiell
913,A4 Avant 3.0 V6,AUDI,A4,schwarz mét.,Kombi,2976,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,5,Vorderradantrieb,8,2002,Benzin,220,schwarz,101900,"""Ab MFK""",5,Automatik-Getriebe
914,Touran 1.4 TSI Trend,VW,TOURAN,schwarz mét.,Kompaktvan / Minivan,1390,Zuzwil,180 g/km,Occasion,F,7.5 l/100km,5,Vorderradantrieb,3,2008,Benzin,140,anthrazit,71700,"""Ab MFK""",7,Schaltgetriebe manuell
915,S 600 L,MERCEDES-BENZ,S 600,schwarz mét.,Limousine,5987,Zuzwil,null,Occasion,null,16.9 l/100km,4,Hinterradantrieb,1,1996,Benzin,394,schwarz,125000,"""Ab MFK""",5,Automat
916,CSL,BMW,3.0,schwarz mét.,Limousine,3003,Zuzwil,null,Occasion,null,null,2,null,1,1973,Benzin,200,schwarz,129800,"""Ab MFK""",0,null
917,612,FERRARI,612,schwarz mét.,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,4,2005,Benzin,540,beige,36000,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
918,G 55 AMG,MERCEDES-BENZ,G 55 AMG,schwarz mét.,SUV / Geländewagen,5439,Zuzwil,378 g/km,Occasion,G,15.9 l/100km,5,Allrad,1,2008,Benzin,500,schwarz,49600,"""Ab MFK""",5,Automat sequentiell
919,CJ-5 12V ARMEEFAHRZEUG,KAISER,null,schwarz mét.,SUV / Geländewagen,2199,Zuzwil,null,Occasion,null,null,0,Allrad,9,1966,Benzin,0,schwarz,18000,"""Ab MFK""",2,Schaltgetriebe
920,SL 600,MERCEDES-BENZ,SL 600,blau,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1993,Benzin,394,schwarz,37000,"""Ab MFK""",0,Automat
921,S 320,MERCEDES-BENZ,S 320,schwarz mét.,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,1999,Benzin,224,beige,73700,"""Ab MFK""",5,Automat
922,SL 500,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,8,1997,Benzin,320,grau,39800,"""Ab MFK""",2,Automat
923,SL 500,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,5461,Zuzwil,291 g/km,Occasion,G,12.2 l/100km,2,Hinterradantrieb,4,2007,Benzin,388,mehrfarbig,47900,"""Ab MFK""",2,Automat sequentiell
924,HKT Seven GTS,LOTUS,null,schwarz mét.,Cabriolet,1781,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,2005,Benzin,225,schwarz,16000,"""Ab MFK""",2,Schaltgetriebe
925,Sunbeam Lotus,TALBOT,null,schwarz mét.,Coupé,2171,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,1982,Benzin,150,grau,40100,"""Ab MFK""",4,Schaltgetriebe
926,9-5 2.3T Aero,SAAB,9-5,schwarz mét.,Kombi,2290,Zuzwil,214 g/km,Occasion,null,9.0 l/100km,5,Vorderradantrieb,7,2002,Benzin,250,schwarz,117100,"""Ab MFK""",5,Automatik-Getriebe
927,R8 Coupé 5.2,AUDI,R8,schwarz mét.,Coupé,5204,Zuzwil,327 g/km,Occasion,G,13.7 l/100km,2,Allrad,7,2009,Benzin,525,schwarz,26500,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
928,null,LINCOLN,Continental,schwarz mét.,Limousine,4602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,2,2002,Benzin,0,beige,119600,"""Ab MFK""",5,Automat
929,Ghibli 2.8 GT,MASERATI,GHIBLI,schwarz mét.,Coupé,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,284,beige,40600,"""Ab MFK""",5,Automat
930,S 500 L,MERCEDES-BENZ,S 500,schwarz mét.,Limousine,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,4,Hinterradantrieb,5,2000,Benzin,306,schwarz,74500,"""Ab MFK""",5,Automat
931,DB9 Volante,ASTON MARTIN,DB9,anthrazit mét.,Cabriolet,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,11,2005,Benzin,457,schwarz,31800,"""Ab MFK""",4,Automat sequentiell
932,Integrale EVO,LANCIA,DELTA,blau,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,beige,68000,"""Ab MFK""",5,Schaltgetriebe
933,525i,BMW,525,schwarz mét.,Limousine,2494,Zuzwil,225 g/km,Occasion,null,9.4 l/100km,4,Hinterradantrieb,2,2002,Benzin,193,beige,125900,"""Ab MFK""",5,Automatik-Getriebe
934,M6,BMW,M6,schwarz mét.,Cabriolet,4395,Zuzwil,239 g/km,Occasion,G,10.3 l/100km,2,Hinterradantrieb,6,2012,Benzin,560,schwarz,66800,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
935,CLK 63 AMG Black Series,MERCEDES-BENZ,CLK 63 AMG,schwarz mét.,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,6,2008,Benzin,507,schwarz,45000,"""Ab MFK""",2,Automat sequentiell
936,Turbo ll 3.6,PORSCHE,911,schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,445,schwarz,128200,"""Ab MFK""",2,Schaltgetriebe
937,S 320,MERCEDES-BENZ,S 320,schwarz mét.,Limousine,3199,Zuzwil,305 g/km,Occasion,null,13.4 l/100km,4,Hinterradantrieb,8,1997,Benzin,231,grau,58000,"""Ab MFK""",5,Automat
938,911 Turbo,PORSCHE,911,schwarz mét.,Coupé,3299,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1984,Benzin,300,schwarz,63500,"""Ab MFK""",4,Schaltgetriebe manuell
939,Accord Coupé V6 3.0i VTEC,HONDA,ACCORD,schwarz mét.,Coupé,2997,Zuzwil,253 g/km,Occasion,G,10.7 l/100km,2,Vorderradantrieb,7,1998,Benzin,200,anthrazit,186000,"""Ab MFK""",5,Automat
940,RS5 Coupé 4.2FSI quattro,AUDI,RS5,schwarz mét.,Coupé,4163,Zuzwil,252 g/km,Occasion,G,10.8 l/100km,2,Allrad,1,2011,Benzin,450,schwarz,31750,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
941,458 Italia 4.5 V8,FERRARI,458,schwarz mét.,Coupé,4497,Zuzwil,275 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,10,2010,Benzin,566,rot,680,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
942,null,ROLLS-ROYCE,Silver Spur,schwarz mét.,Limousine,6747,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,9,1988,null,215,beige,73800,"""Ab MFK""",5,Automatik-Getriebe
943,TTS,NSU,null,blau,Limousine,0,Zuzwil,null,Occasion,null,null,0,null,7,1971,null,70,schwarz,75000,"""Ab MFK""",4,Schaltgetriebe
944,XKR 5.0 V8 SC,JAGUAR,XK,schwarz mét.,Cabriolet,5000,Zuzwil,292 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,3,2009,Benzin,510,schwarz,49500,"""Ab MFK""",4,Automat sequentiell
945,535d xDrive,BMW,535,schwarz mét.,Limousine,2993,Zuzwil,149 g/km,Occasion,D,5.7 l/100km,4,Allrad,4,2012,Diesel,313,grau,82000,"""Ab MFK""",5,Automat sequentiell
946,911 GT2,PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,5,2002,Benzin,462,schwarz,38200,"""Ab MFK"", ""Tuning""",4,Schaltgetriebe manuell
947,SL 500,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4966,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,5,2006,Benzin,306,grau,8000,"""Ab MFK""",2,Automat sequentiell
948,Huracan LP610-4 Coupé,LAMBORGHINI,HURACAN,schwarz mét.,Coupé,5204,Zuzwil,280 g/km,Occasion,G,12.0 l/100km,2,Allrad,1,2016,Benzin,610,schwarz,2100,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
949,BLACK SERIES,MERCEDES-BENZ,C 63 AMG,schwarz mét.,Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2012,Benzin,517,schwarz,500,"""Ab MFK""",2,Automatik-Getriebe
950,740iL,BMW,740,schwarz mét.,Limousine,4398,Zuzwil,317 g/km,Occasion,null,13.3 l/100km,4,Hinterradantrieb,5,1999,Benzin,286,schwarz,18300,"""Ab MFK""",5,Automat
951,GT3 CUP,PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,null,Occasion,null,null,2,null,5,2000,Benzin,370,null,7000,"""Ab MFK"", ""Tuning""",0,Schaltgetriebe
952,612,FERRARI,612,schwarz mét.,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,7,2004,Benzin,540,schwarz,113800,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
953,328i A Cabrio,BMW,328,schwarz mét.,Cabriolet,2792,Zuzwil,null,Occasion,null,10.4 l/100km,2,Hinterradantrieb,8,1995,Benzin,193,beige,49900,"""Ab MFK""",4,Automat
954,2000GT,TOYOTA,CELICA,blau,Coupé,1988,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1976,Benzin,120,mehrfarbig,38700,"""Ab MFK""",4,Schaltgetriebe manuell
955,911 Carrera 4,PORSCHE,911,schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Allrad,2,1995,Benzin,272,blau,134100,"""Ab MFK""",4,Schaltgetriebe manuell
956,Delta HF Integrale Evo 4V,LANCIA,DELTA,schwarz mét.,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,12,1993,Benzin,212,grau,131000,"""Ab MFK""",5,Schaltgetriebe manuell
957,BJ 40 LT,TOYOTA,LAND CRUISER,schwarz mét.,SUV / Geländewagen,2977,Zuzwil,null,Occasion,null,null,3,Allrad,7,1979,Diesel,0,mehrfarbig,240500,null,6,Schaltgetriebe
958,Coupé GT,MASERATI,COUPÉ GT,schwarz mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,9,2006,Benzin,390,mehrfarbig,38900,"""Ab MFK"", ""Direkt-/Parallelimport""",4,Automatisiertes Schaltgetriebe
959,HPU Hurricane TC,HARLEY-DAVIDSON,null,schwarz mét.,null,1449,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,4,2006,Benzin,0,null,100,null,0,Schaltgetriebe
960,Range Rover 4.6 HSE,LAND ROVER,RANGE ROVER,schwarz mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1994,Benzin,226,grau,87000,"""Ab MFK""",5,Automat
961,CL 65 AMG,MERCEDES-BENZ,CL 65 AMG,schwarz mét.,Coupé,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,5,2008,Benzin,612,beige,43000,"""Ab MFK""",4,Automat sequentiell
962,SL 600,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,3,2004,Benzin,500,anthrazit,96400,"""Ab MFK""",2,Automat
963,323 i E21,BMW,null,schwarz mét.,Coupé,2315,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1979,Benzin,143,blau,157400,null,5,Schaltgetriebe
964,GranTurismo,MASERATI,GRANTURISMO,schwarz mét.,Coupé,4244,Zuzwil,330 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,12,2009,Benzin,405,braun,8700,"""Ab MFK"", ""Direkt-/Parallelimport""",4,Automat sequentiell
965,CL 500,MERCEDES-BENZ,CL 500,blau,Coupé,5461,Zuzwil,288 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,9,2006,Benzin,388,schwarz,15100,"""Ab MFK""",4,Automat sequentiell
966,Fortwo passion,SMART,FORTWO,schwarz mét.,Cabriolet,698,Zuzwil,127 g/km,Occasion,F,5.3 l/100km,3,Hinterradantrieb,7,2003,Benzin,61,schwarz,165000,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
967,S6 Avant quattro,AUDI,S6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,null,14.6 l/100km,5,Allrad,10,2000,Benzin,340,schwarz,211000,"""Ab MFK""",5,Automat
968,911 Turbo,PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,10,2000,Benzin,420,schwarz,80000,"""Ab MFK""",4,Automatik-Getriebe
969,R 500 4Matic,MERCEDES-BENZ,R 500,schwarz mét.,Kombi,4966,Zuzwil,331 g/km,Neu,G,13.9 l/100km,5,Allrad,1,2006,Benzin,306,schwarz,500,"""Ab MFK""",6,Automat sequentiell
970,Convertible,ROLLS-ROYCE,CORNICHE,schwarz mét.,Cabriolet,0,Basel,null,Oldtimer,null,null,0,Hinterradantrieb,1,1982,Benzin,0,anthrazit,70000,null,4,Automatik-Getriebe
971,911 Carrera 4,PORSCHE,911,silber,Coupé,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Allrad,4,1999,Benzin,300,null,35100,"""Ab MFK""",4,Schaltgetriebe manuell
972,Delta HF Integrale Evo 4V,LANCIA,DELTA,silber,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,1,1994,Benzin,212,beige,130300,"""Ab MFK""",5,Schaltgetriebe manuell
973,1300 Junior,ALFA ROMEO,GT,silber,Limousine,1290,Zuzwil,null,Occasion,null,null,2,null,6,1972,Benzin,0,schwarz,79380,null,5,Schaltgetriebe manuell
974,599 GTB HGTE,FERRARI,599,silber,Coupé,5999,Zuzwil,415 g/km,Occasion,G,17.9 l/100km,2,Hinterradantrieb,4,2010,Benzin,620,schwarz,28900,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
975,Daytona Plexiglas,FERRARI,365,silber,Coupé,4390,Sursee,null,Oldtimer,null,null,2,null,9,1970,Benzin,352,schwarz,8000,null,2,null
976,F355 Berlinetta,FERRARI,F355,blau,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1995,Benzin,380,schwarz,78000,"""Ab MFK""",2,Schaltgetriebe manuell
977,Alpine A310 V6 VFA-2700 VAA,RENAULT,ALPINE,silber,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1984,Benzin,150,schwarz,78000,"""Ab MFK""",4,Schaltgetriebe manuell
978,E 55 AMG Avantgarde,MERCEDES-BENZ,E 55 AMG,silber,Limousine,5439,Zuzwil,310 g/km,Occasion,G,12.9 l/100km,4,Hinterradantrieb,2,2004,Benzin,476,schwarz,147400,"""Ab MFK""",5,Automat
979,C 280 Elégance,MERCEDES-BENZ,C 280,silber,Kombi,2799,Zuzwil,245 g/km,Occasion,G,10.2 l/100km,5,Hinterradantrieb,6,1997,Benzin,197,schwarz,62500,"""Ab MFK""",5,Automat
980,RS6 Avant quattro,AUDI,RS6,silber,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2003,Benzin,450,schwarz,144200,"""Ab MFK""",5,Automat sequentiell
981,S8 4.2 quattro,AUDI,S8,silber,Limousine,4172,Zuzwil,343 g/km,Occasion,null,14.3 l/100km,4,Allrad,1,1998,Benzin,340,schwarz,57000,"""Ab MFK""",5,Automatik-Getriebe
982,Touareg 5.0 TDI V10,VW,TOUAREG,silber,SUV / Geländewagen,4921,Zuzwil,332 g/km,Occasion,G,12.3 l/100km,5,Allrad,11,2003,Diesel,313,schwarz,117800,"""Ab MFK""",5,Automat
983,200 SX 1.8 16V Turbo,NISSAN,200 SX,silber,Coupé,1808,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1990,Benzin,169,mehrfarbig,162900,"""Ab MFK""",4,Schaltgetriebe manuell
