,carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,milage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
612,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,SL 55 AMG,SL 55 AMG,False,car,,7,l_km_consumption
613,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1995,0.0,,S 600,S 600,False,car,,6,
614,Coupé,Black,Occasion,,,Zuzwil,,Renault,1979,0.0,,ALPINE,2700VA,False,car,,8,
615,Limousine,Black,Occasion,,,Zuzwil,,Nissan,1992,0.0,,SUNNY,2.0 16V GTI-R Rallye,False,car,,1,
616,Coupé,Black,Occasion,,,Zuzwil,,Alfa Romeo,1972,0.0,,GTV,2000 Bertone,False,car,,2,
617,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1991,0.0,,SL 500,SL 500,False,car,,9,
618,Coupé,Black,Occasion,,,Zuzwil,,Lamborghini,2011,0.0,,GALLARDO,Gallardo LP570-4 Coupé SL,False,car,,1,l_km_consumption
619,Small Car,Black,Occasion,,,Zuzwil,,Seat,2005,0.0,,IBIZA,Ibiza 1.9 TDI FR,False,car,,8,l_km_consumption
620,Limousine,Black,Occasion,,,Zuzwil,,Volvo,1999,0.0,,S40,S40 2.0 T,False,car,,5,l_km_consumption
621,Limousine,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,CLS 500,CLS 500,False,car,,12,l_km_consumption
622,Cabriolet,Black,Occasion,,,Zuzwil,,Audi,2010,0.0,,R8,R8 Spyder 5.2,False,car,,4,l_km_consumption
623,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1991,0.0,,500,500 SE,False,car,,7,
624,SUV,Black,Occasion,,,Zuzwil,,Jeep,1995,0.0,,Grand Cherokee,Grand Cherokee 5.2 Ltd.,False,car,,2,
625,Cabriolet,Black,Occasion,,,Zuzwil,,Ferrari,1998,0.0,,F355,F355 Spider,False,car,,7,l_km_consumption
626,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,1997,0.0,,S6,S6 Avant quattro 4.2,False,car,,6,l_km_consumption
627,Limousine,Black,Occasion,,,Zuzwil,,BMW,2013,0.0,,M5,M5,False,car,,9,l_km_consumption
628,Coupé,Black,Occasion,,,Zuzwil,,Lamborghini,2008,0.0,,GALLARDO,Gallardo LP560-4 Coupé,False,car,,6,l_km_consumption
629,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,SL 600,SL 600,False,car,,6,l_km_consumption
630,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1997,0.0,,C 180,C 180 Esprit,False,car,,11,l_km_consumption
631,Coupé,Black,Occasion,,,Zuzwil,,Lamborghini,2005,0.0,,MURCIÉLAGO,Murciélago 6.2 Coupé,False,car,,7,l_km_consumption
632,Cabriolet,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,1967,0.0,,null,SL 250 Pagode,False,car,,1,
633,Coupé,Black,Occasion,,,Porrentruy,,Lamborghini,2011,0.0,,MURCIÉLAGO,Murciélago LP640-4 Cpé,False,car,,4,l_km_consumption
634,SUV,Black,Occasion,,,Zuzwil,,BMW,2003,0.0,,X5,X5 4.4i,False,car,,5,l_km_consumption
635,Limousine,Black,Occasion,,,Zuzwil,,Audi,2001,0.0,,S8,S8 4.2 quattro,False,car,,3,l_km_consumption
636,Station Wagon,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,E 500,E 500 Avantgarde,False,car,,4,l_km_consumption
637,Limousine,Black,Occasion,,,Zuzwil,,BMW,1995,0.0,,750,750iL,False,car,,1,l_km_consumption
638,Cabriolet,Black,Occasion,,,Zuzwil,,BMW,2001,0.0,,330,330Ci,False,car,,5,l_km_consumption
639,Station Wagon,Black,Occasion,,,Zuzwil,,BMW,1996,0.0,,320,320i Touring,False,car,,1,l_km_consumption
640,Limousine,Black,Occasion,,,Zuzwil,,Renault,1960,0.0,,null,DAUPHINE GORDINI,False,car,,7,
641,Limousine,Black,Occasion,,,Zuzwil,,BMW,2007,0.0,,525,525xi,False,car,,1,l_km_consumption
642,Coupé,Black,Restored,,,Basel,,Rolls-Royce,1980,0.0,,CORNICHE,II Coupé,False,car,,7,
643,SUV,Blue,Occasion,,,Zuzwil,,Land Rover,2006,0.0,,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,False,car,,6,l_km_consumption
644,Coupé,Black,Occasion,,,Sursee,,Ferrari,1989,0.0,,F40 / F50,null,False,car,,2,
645,Coupé,Black,Occasion,,,Zuzwil,,Renault,1972,0.0,,Alpine A110,1600 S,False,car,,2,
646,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2011,0.0,,CLS 63 AMG,CLS 63 AMG,False,car,,9,l_km_consumption
647,Limousine,Black,Occasion,,,Zuzwil,,BMW,1987,0.0,,M3,M3,False,car,,10,
648,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,CL 600,CL 600,False,car,,11,l_km_consumption
649,Limousine,Black,Occasion,,,Zuzwil,,Daimler,1998,0.0,,V8,V8 4.0,False,car,,5,l_km_consumption
650,Station Wagon,Black,Occasion,,,Zuzwil,,BMW,2001,0.0,,530,530i Touring,False,car,,5,l_km_consumption
651,Station Wagon,Black,Occasion,,,Zuzwil,,BMW,1997,0.0,,528,528i Touring,False,car,,4,l_km_consumption
652,Coupé,Black,Occasion,,,Zuzwil,,Ferrari,1999,0.0,,456,456M GTA,False,car,,12,l_km_consumption
653,Coupé,Black,Occasion,,,Zuzwil,,Bentley,1994,0.0,,CONTINENTAL,Continental R Coupé,False,car,,1,
654,Coupé,Blue,Occasion,,,Zuzwil,,Lamborghini,2007,0.0,,MURCIÉLAGO,Murciélago LP640-4 Cpé,False,car,,3,l_km_consumption
655,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1992,0.0,,SL 500,SL 500,False,car,,2,
656,Coupé,Black,Occasion,,,Zuzwil,,Renault,1983,0.0,,ALPINE,V6,False,car,,8,
657,Limousine,Black,Occasion,,,Zuzwil,,Ford,1990,0.0,,SIERRA,Sierra 2.0i Cosworth 4x4,False,car,,9,
658,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2006,0.0,,RS4,RS4 Avant 4.2 V8 quattro,False,car,,8,l_km_consumption
659,Coupé,Black,Occasion,,,Zuzwil,,Porsche,2004,0.0,,911,911 Carrera Jubilé 40,False,car,,3,l_km_consumption
660,Limousine,Black,Occasion,,,Zuzwil,,VW,2002,0.0,,PHAETON,Phaeton 6.0 W12 4Motion,False,car,,11,l_km_consumption
661,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1999,0.0,,SL 320,SL 320,False,car,,1,l_km_consumption
662,Coupé,Black,Occasion,,,Sursee,,Porsche,2011,0.0,,911,911 GT3 RS,False,car,,11,l_km_consumption
663,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2010,0.0,,E 63 AMG,E 63 AMG,False,car,,3,l_km_consumption
664,Coupé,Black,Occasion,,,Zuzwil,,Porsche,1999,0.0,,911,911 Carrera 4,False,car,,5,l_km_consumption
665,Station Wagon,Blue,Occasion,,,Zuzwil,,Audi,2001,0.0,,RS4,RS4 Avant quattro,False,car,,3,l_km_consumption
666,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1995,0.0,,SL 600,SL 600,False,car,,9,
667,Limousine,Black,Occasion,,,Zuzwil,,BMW,1998,0.0,,540,540i,False,car,,11,l_km_consumption
668,Limousine,Black,Occasion,,,Zuzwil,,Trabant,2009,0.0,,null,1300S Trabusa,False,car,,1,
669,Limousine,Black,Occasion,,,Zuzwil,,Seat,2009,0.0,,LEON,Leon 2.0 TSI FR,False,car,,1,l_km_consumption
670,Cabriolet,Black,Occasion,,,Zuzwil,,Jaguar,1974,0.0,,E,E-Type III,False,car,,3,
671,Cabriolet,Black,New,,,Zuzwil,,Lamborghini,2015,0.0,,AVENTADOR,Aventador LP700-4 Rds,False,car,,3,l_km_consumption
672,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,S 55 AMG,S 55 AMG,False,car,,3,l_km_consumption
673,SUV,Black,Occasion,,,Zuzwil,,BMW,2000,0.0,,X5,X5 4.4i,False,car,,12,l_km_consumption
674,Limousine,Black,Occasion,,,Zuzwil,,Maserati,2004,0.0,,QUATTROPORTE,Quattroporte 4.2,False,car,,7,l_km_consumption
675,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2003,0.0,,RS6,RS6 Avant quattro,False,car,,10,l_km_consumption
676,Coupé,Blue,Occasion,,,Zuzwil,,Renault,1980,0.0,,ALPINE,Alpine A310 V6,False,car,,4,
677,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2009,0.0,,RS6,RS6 Avant 5.0 V10 quattro,False,car,,3,l_km_consumption
678,SUV,Black,Occasion,,,Zuzwil,,Porsche,2003,0.0,,CAYENNE,Cayenne Turbo,False,car,,8,l_km_consumption
679,Limousine,Black,Occasion,,,Zuzwil,,BMW,2003,0.0,,760,760i L,False,car,,1,l_km_consumption
680,Minivan,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,B 200,B 200 T Sailing Edition,False,car,,8,l_km_consumption
681,Limousine,Black,Occasion,,,Zuzwil,,Maserati,2006,0.0,,QUATTROPORTE,Quattroporte 4.2,False,car,,12,l_km_consumption
682,Cabriolet,Black,Occasion,,,Zuzwil,,BMW,2007,0.0,,335,335i,False,car,,7,l_km_consumption
683,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,SLK 55 AMG,SLK 55 AMG,False,car,,4,l_km_consumption
684,SUV,Black,Occasion,,,Zuzwil,,Porsche,2005,0.0,,CAYENNE,Cayenne Turbo,False,car,,10,l_km_consumption
685,Limousine,Black,Occasion,,,Zuzwil,,Bentley,2000,0.0,,ARNAGE,Arnage Red Label,False,car,,2,l_km_consumption
686,Coupé,Black,Occasion,,,Zuzwil,,Audi,2008,0.0,,TT,TTS Cpé 2.0 TFSI quattro,False,car,,8,l_km_consumption
687,Cabriolet,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,SL 600,SL 600,False,car,,6,l_km_consumption
688,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2000,0.0,,CL 600,CL 600,False,car,,6,l_km_consumption
689,Small Car,Black,Occasion,,,Zuzwil,,Renault,1983,0.0,,R5,R5 1400 Alpine Turbo,False,car,,12,
690,SUV,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,ML 500,ML 500,False,car,,2,l_km_consumption
691,Coupé,Black,Occasion,,,Zuzwil,,Ford,1973,0.0,,CAPRI,RS 2600,False,car,,3,
692,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1997,0.0,,E 50 AMG,E 50 AMG Avantgarde,False,car,,3,l_km_consumption
693,Limousine,Black,Occasion,,,Zuzwil,,BMW,2005,0.0,,M5,M5,False,car,,5,l_km_consumption
694,Limousine,Black,Occasion,,,Zuzwil,,Bmw-Alpina,1998,0.0,,5 SERIES,B10 4.6 S.Tronic,False,car,,10,l_km_consumption
695,Limousine,Black,Occasion,,,Zuzwil,,Ford,1994,0.0,,ESCORT,Escort 2.0i RS Cosworth,False,car,,4,
696,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1998,0.0,,E 55 AMG,E 55 AMG Avantgarde,False,car,,2,l_km_consumption
697,Limousine,Black,Occasion,,,Zuzwil,,BMW,1974,0.0,,2002,Turbo,False,car,,7,
698,Limousine,Blue,Occasion,,,Zuzwil,,BMW,1998,0.0,,750,750i,False,car,,3,l_km_consumption
699,Limousine,Black,Occasion,,,Zuzwil,,Maserati,2006,0.0,,QUATTROPORTE,Quattroporte 4.2 Sport GT,False,car,,10,l_km_consumption
700,Station Wagon,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2009,0.0,,C 63 AMG,C 63 AMG Avantgarde,False,car,,1,l_km_consumption
701,Limousine,Black,Occasion,,,Zuzwil,,Bentley,1995,0.0,,BROOKLANDS,Brooklands,False,car,,12,
702,Limousine,Black,Occasion,,,Zuzwil,,Maserati,2008,0.0,,QUATTROPORTE,Quattroporte 4.2 Sport GT,False,car,,4,l_km_consumption
703,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2009,0.0,,E 63 AMG,E 63 AMG,False,car,,6,l_km_consumption
704,Coupé,Black,Occasion,,,Zuzwil,,Aston Martin,2007,0.0,,V8 Vantage,V8 Vantage 4.3,False,car,,2,l_km_consumption
705,Limousine,Black,Occasion,,,Zuzwil,,Bmw-Alpina,2012,0.0,,5 SERIES,B5 BiTurbo 4.4 V8,False,car,,6,l_km_consumption
706,SUV,Black,Occasion,,,Zuzwil,,Porsche,2011,0.0,,CAYENNE,Cayenne Turbo,False,car,,1,l_km_consumption
707,Coupé,Black,Occasion,,,Zuzwil,,Jaguar,1999,0.0,,XK,XKR S/C,False,car,,5,l_km_consumption
708,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,SL 55 AMG,SL 55 AMG,False,car,,3,l_km_consumption
709,Coupé,Anthracite,Occasion,,,Zuzwil,,Ford ,2012,0.0,,MUSTANG,Shelby GT500,False,car,,3,
710,Coupé,Blue,Occasion,,,Porrentruy,,Lamborghini,1993,0.0,,DIABLO,Diablo 5.7,False,car,,4,
711,SUV,Black,Occasion,,,Zuzwil,,Opel,2001,0.0,,FRONTERA,Frontera 3.2i V6 Limited,False,car,,5,l_km_consumption
712,Coupé,Black,Occasion,,,Zuzwil,,Aston Martin,2007,0.0,,V8 Vantage,V8 Vantage 4.3,False,car,,7,l_km_consumption
713,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,SLK 55 AMG,Black Series,False,car,,10,
714,Cabriolet,Black,Occasion,,,Zuzwil,,Chevrolet,1994,0.0,,CORVETTE,Corvette 5.7 LT1 Convert.,False,car,,7,l_km_consumption
715,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1971,0.0,,300,SEL 3.5,False,car,,5,l_km_consumption
716,Cabriolet,Black,Occasion,,,Zuzwil,,Alfa Romeo,1988,0.0,,SPIDER,Spider 2.0,False,car,,4,
717,Coupé,Black,Occasion,,,Zuzwil,,Aston Martin,2006,0.0,,V8 Vantage,V8 Vantage 4.3,False,car,,1,l_km_consumption
718,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SLK 230,SLK 230 Kompressor,False,car,,5,l_km_consumption
719,Limousine,Black,Occasion,,,Zuzwil,,Saab,2001,0.0,,9-3,9-3 2.0i-16 TS Aero,False,car,,9,l_km_consumption
720,Cabriolet,Black,Occasion,,,Zuzwil,,Porsche,1996,0.0,,911,911 Carrera Cabrio,False,car,,8,l_km_consumption
721,Cabriolet,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,SL 55 AMG,SL 55 AMG,False,car,,2,l_km_consumption
722,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2003,0.0,,RS6,RS6 Avant quattro,False,car,,2,l_km_consumption
723,Coupé,Black,Occasion,,,Zuzwil,,Lotus,1969,0.0,,EUROPA,null,False,car,,3,
724,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2001,0.0,,CL 500,CL 500,False,car,,1,l_km_consumption
725,Limousine,Black,Occasion,,,Zuzwil,,BMW,2000,0.0,,M5,M5,False,car,,1,l_km_consumption
726,Limousine,Black,Occasion,,,Zuzwil,,VW,2002,0.0,,PHAETON,Phaeton 6.0 W12 4Motion,False,car,,10,l_km_consumption
727,Coupé,Black,Occasion,,,Zuzwil,,Lamborghini,2000,0.0,,DIABLO,Diablo 5.7,False,car,,12,
728,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1992,0.0,,SL 600,SL 600,False,car,,9,
729,Coupé,Black,Occasion,,,Zuzwil,,Opel,1982,0.0,,MANTA,400 Breitbau,False,car,,7,
730,Limousine,Black,Occasion,,,Zuzwil,,BMW,2009,0.0,,750,750i xDrive,False,car,,10,l_km_consumption
731,Coupé,Black,Occasion,,,Zuzwil,,Porsche,2004,0.0,,911,911 GT2,False,car,,3,l_km_consumption
732,Coupé,Blue,Occasion,,,Zuzwil,,Porsche,2002,0.0,,911,911 GT2,False,car,,12,l_km_consumption
733,Limousine,Black,Occasion,,,Zuzwil,,Opel,2006,0.0,,VECTRA,Vectra 2.8 T V6 Cosmo,False,car,,5,l_km_consumption
734,SUV,Black,Occasion,,,Zuzwil,,BMW,2001,0.0,,X5,X5 4.4i,False,car,,6,l_km_consumption
735,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1985,0.0,,SL-CLASS,500 SL,False,car,,5,
736,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,S 500,S 500,False,car,,11,l_km_consumption
737,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,CLS 500,CLS 500,False,car,,1,l_km_consumption
738,SUV,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2013,0.0,,G 63 AMG,G 63 AMG,False,car,,4,l_km_consumption
739,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,S 63 AMG,S 63 AMG L,False,car,,8,l_km_consumption
740,Cabriolet,Black,Occasion,,,Zuzwil,,Porsche,1997,0.0,,911,911 Targa,False,car,,5,l_km_consumption
741,SUV,Black,Occasion,,,Zuzwil,,Nissan,2005,0.0,,MURANO,Murano 3.5 V6,False,car,,10,l_km_consumption
742,Coupé,Black,Occasion,,,Zuzwil,,Ferrari,1998,0.0,,F355,F355 Berlinetta,False,car,,3,l_km_consumption
743,Station Wagon,Blue,Occasion,,,Zuzwil,,Audi,2002,0.0,,RS6,RS6 Avant quattro,False,car,,8,l_km_consumption
744,Coupé,Black,Occasion,,,Zuzwil,,Lamborghini,2007,0.0,,GALLARDO,Gallardo Superleggera,False,car,,6,l_km_consumption
745,Coupé,Black,New,,,Zuzwil,,Audi,2007,0.0,,R8,R8 Coupé 4.2,False,car,,10,l_km_consumption
746,Cabriolet,Black,Occasion,,,Zuzwil,,Bentley,2011,0.0,,CONTINENTAL,Continental Supersports Conv.,False,car,,1,l_km_consumption
747,Coupé,Black,Occasion,,,Zuzwil,,BMW,2005,0.0,,M6,M6,False,car,,4,l_km_consumption
748,Coupé,Black,Occasion,,,Zuzwil,,Toyota,1983,0.0,,CELICA,Celica 2800 i Supra,False,car,,3,
749,Cabriolet,Black,Occasion,,,Zuzwil,,BMW,2000,0.0,,323,323Ci,False,car,,6,l_km_consumption
750,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2004,0.0,,A4,A4 Avant 3.0 V6 quattro,False,car,,7,l_km_consumption
751,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,CLS 500,CLS 500,False,car,,3,l_km_consumption
752,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1995,0.0,,SL 500,SL 500,False,car,,1,
753,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,SL 600,SL 600,False,car,,4,l_km_consumption
754,SUV,Blue,Occasion,,,Zuzwil,,Hummer,2006,0.0,,H3,H3 3.5 Luxury,False,car,,1,l_km_consumption
755,Cabriolet,Black,Occasion,,,Zuzwil,,Bentley,2007,0.0,,CONTINENTAL,Continental GTC 6.0,False,car,,7,l_km_consumption
756,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2008,0.0,,RS6,RS6 Avant 5.0 V10 quattro,False,car,,5,l_km_consumption
757,Limousine,Black,Occasion,,,Zuzwil,,BMW,1995,0.0,,740,740i,False,car,,7,
758,Coupé,Black,Occasion,,,Zuzwil,,BMW,2001,0.0,,330,330Ci,False,car,,3,l_km_consumption
759,Coupé,Black,Occasion,,,Zuzwil,,MG,1986,0.0,,METRO,6R4 Gruppe B,False,car,,2,
760,Limousine,Black,Occasion,,,Zuzwil,,BMW,1996,0.0,,535,535i,False,car,,6,l_km_consumption
761,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1990,0.0,,SL 500,SL 500,False,car,,7,
762,SUV,Black,Occasion,,,Zuzwil,,Porsche,2004,0.0,,CAYENNE,Cayenne Turbo,False,car,,11,l_km_consumption
763,Cabriolet,Black,Occasion,,,Zuzwil,,BMW,2007,0.0,,M6,M6,False,car,,4,l_km_consumption
764,Limousine,Black,Occasion,,,Zuzwil,,Maserati,2007,0.0,,QUATTROPORTE,Quattroporte 4.2,False,car,,10,l_km_consumption
765,Coupé,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,CL 600,CL 600,False,car,,12,l_km_consumption
766,Station Wagon,Black,Demonstration,,,Zuzwil,,Audi,2004,0.0,,RS6,RS6 Avant quattro,False,car,,12,l_km_consumption
767,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,SL 600,SL 600,False,car,,1,l_km_consumption
768,Cabriolet,Black,Occasion,,,Zuzwil,,Porsche,1984,0.0,,911,911 Carrera Cabrio,False,car,,12,
769,Cabriolet,Black,Occasion,,,Porrentruy,,Lamborghini,1998,0.0,,DIABLO,Diablo 5.7 VT Roadster,False,car,,5,l_km_consumption
770,SUV,Black,Occasion,,,Zuzwil,,Jeep,1997,0.0,,Grand Cherokee,Grand Cherokee 5.2 Ltd.,False,car,,6,l_km_consumption
771,Limousine,Black,Occasion,,,Zuzwil,,BMW,2007,0.0,,730,730d,False,car,,11,l_km_consumption
772,Limousine,Black,Restored,,,Zuzwil,,Mercedes-Benz,1973,0.0,,450,SLC,False,car,,8,
773,Coupé,Black,Occasion,,,Zuzwil,,Renault,1973,0.0,,Alpine A110,1300,False,car,,7,
774,Coupé,Black,Occasion,,,Zuzwil,,Porsche,1999,0.0,,911,911 GT3,False,car,,8,l_km_consumption
775,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,SL 600,SL 600,False,car,,5,l_km_consumption
776,Station Wagon,Blue,Occasion,,,Zuzwil,,Audi,2003,0.0,,RS6,RS6 Avant quattro,False,car,,3,l_km_consumption
777,Limousine,Black,Occasion,,,Zuzwil,,Audi,2002,0.0,,A8,A8 4.2 quattro,False,car,,12,l_km_consumption
778,Cabriolet,Black,Occasion,,,Zuzwil,,Yes!,2007,0.0,,null,Roadster 3.2,False,car,,9,
779,Coupé,Black,Occasion,,,Zuzwil,,Porsche,1984,0.0,,911,911 Carrera,False,car,,2,
780,Limousine,Black,Occasion,,,Zuzwil,,VW,2002,0.0,,PHAETON,Phaeton 6.0 W12 4Motion,False,car,,11,l_km_consumption
781,Coupé,Black,Occasion,,,Zuzwil,,Ferrari,1999,0.0,,F360,F360 Modena Berlinetta,False,car,,10,l_km_consumption
782,Coupé,Black,Occasion,,,Zuzwil,,Audi,2008,0.0,,S5,S5 Coupé 4.2 FSI quattro,False,car,,5,l_km_consumption
783,Station Wagon,Black,Occasion,,,Safenwil,,Aston Martin,1987,0.0,,LAGONDA,Shooting Brake,False,car,,3,
784,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2001,0.0,,SL 500,SL 500,False,car,,11,l_km_consumption
785,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2002,0.0,,RS6,RS6 Avant quattro,False,car,,7,l_km_consumption
786,Cabriolet,Black,Occasion,,,Porrentruy,,Lamborghini,2014,0.0,,AVENTADOR,Aventador LP700-4 Rds,False,car,,3,l_km_consumption
787,Coupé,Blue,Occasion,,,Zuzwil,,Porsche,1981,0.0,,924,Turbo,False,car,,9,
788,Limousine,Black,Occasion,,,Zuzwil,,Bentley,2007,0.0,,CONTINENTAL,Continental FlyingSpur6.0,False,car,,2,l_km_consumption
789,Limousine,Black,Occasion,,,Zuzwil,,Rolls-Royce,1983,0.0,,Silver Spirit,Mk. I,False,car,,4,
790,Coupé,Black,New,,,Zuzwil,,Mclaren,2012,0.0,,12C,MP4-12C 3.8 V8,False,car,,6,l_km_consumption
791,SUV,Black,Occasion,,,Zuzwil,,Porsche,2008,0.0,,CAYENNE,Cayenne Turbo,False,car,,4,l_km_consumption
792,SUV,Black,Occasion,,,Zuzwil,,Land Rover,2010,0.0,,RANGE ROVER SPORT,Range Rover Sport 5.0 V8 SC,False,car,,9,l_km_consumption
793,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1999,0.0,,S 500,S 500,False,car,,10,l_km_consumption
794,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 55 AMG,SL 55 AMG,False,car,,8,l_km_consumption
795,Limousine,Black,Occasion,,,Zuzwil,,Audi,1999,0.0,,A8,A8 3.7,False,car,,6,l_km_consumption
796,Truck,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,600-SERIES,611 DS,False,truck,,4,
797,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2013,0.0,,RS4,RS4 Avant 4.2 FSI quattro,False,car,,3,l_km_consumption
798,Coupé,Blue,Occasion,,,Zuzwil,,Renault,1976,0.0,,Alpine A110,1600 SX,False,car,,7,
799,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,CL 63 AMG,CL 63 AMG FAB DESIGN,False,car,,8,l_km_consumption
800,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2001,0.0,,RS4,RS4 Avant quattro,False,car,,2,l_km_consumption
801,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 55 AMG,SL 55 AMG,False,car,,4,l_km_consumption
802,Coupé,Black,New,,,Zuzwil,,Lotus,2002,0.0,,ESPRIT,Esprit 3.5 V8 SE,False,car,,6,l_km_consumption
803,SUV,Black,Occasion,,,Zuzwil,,Porsche,2008,0.0,,CAYENNE,Cayenne Turbo,False,car,,5,l_km_consumption
804,Limousine,Black,Occasion,,,Zuzwil,,Renault,1972,0.0,,R12,Gordini,False,car,,4,
805,Pick-up,Black,Occasion,,,Zuzwil,,Toyota,1981,0.0,,DYNA,Bergungsfahrzeug,False,car,,1,
806,Coupé,Black,Occasion,,,St. Gallen,,Lamborghini,2014,0.0,,GALLARDO,GallardoLP570-4CpéTecnica,False,car,,9,l_km_consumption
807,SUV,Black,Occasion,,,Zuzwil,,VW,2008,0.0,,TOUAREG,Touareg R50 V10,False,car,,4,l_km_consumption
808,Cabriolet,Black,Demonstration,,,Zuzwil,,Mercedes-Benz,2007,0.0,,SLK 200,SLK 200 Kompressor,False,car,,10,l_km_consumption
809,Limousine,Blue,Occasion,,,Zuzwil,,Bentley,1999,0.0,,ARNAGE,Arnage Green Label,False,car,,2,l_km_consumption
810,Limousine,Black,Occasion,,,Zuzwil,,Audi,2002,0.0,,S3,S3 quattro,False,car,,3,l_km_consumption
811,Cabriolet,Black,Occasion,,,Zuzwil,,Chrysler,1996,0.0,,VIPER,Viper RT/10,False,car,,4,
812,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2012,0.0,,SLK 55 AMG,SLK 55 AMG,False,car,,9,l_km_consumption
813,Coupé,Black,Occasion,,,Zuzwil,,Bentley,2005,0.0,,CONTINENTAL,Continental GT 6.0,False,car,,1,l_km_consumption
814,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1992,0.0,,SL 500,SL 500,False,car,,7,
815,Cabriolet,Black,Occasion,,,Zuzwil,,Lotus,2001,0.0,,ELISE,Elise,False,car,,6,l_km_consumption
816,Limousine,Black,Occasion,,,Zuzwil,,Maserati,2006,0.0,,QUATTROPORTE,Quattroporte 4.2,False,car,,5,l_km_consumption
